POI Type,ID,Name,X,Y,Z,Reference System,Notes
planetaryNebula,CGN II-2704,Hypoea Gria UU-X e1-0,-16698,-1447.41,35106,Hypoea Gria UU-X e1-0,
planetaryNebula,CGN II-2705,Collapse of Moros,-16948.9,-176.469,35574.4,Hypoi Graae IH-U e3-31,
planetaryNebula,CGN II-2706,Hypou Aoscs BP-A e2708,-2725.78,490.656,21984.5,Hypou Aoscs BP-A e2708,
planetaryNebula,CGN II-2707,Hypou Aoscs CL-Y e1693,-3817.94,196.5,22244.9,Hypou Aoscs CL-Y e1693,
planetaryNebula,CGN II-2708,Hypou Aoscs EC-U e3-2583,-3800.75,1034.31,22673.3,Hypou Aoscs EC-U e3-2583,
planetaryNebula,CGN II-2709,Hypou Aoscs FL-P e5-7,-2729.78,-0.125,22982.6,Hypou Aoscs FL-P e5-7,
planetaryNebula,CGN II-2710,Hypou Aoscs FV-Y e3178,-2781.44,515.5,22137.3,Hypou Aoscs FV-Y e3178,
planetaryNebula,CGN II-2711,Hypou Aoscs LM-V e2-4133,-2678.31,756.062,22567,Hypou Aoscs LM-V e2-4133,
planetaryNebula,CGN II-2712,Hypou Aoscs LX-U e2-4229,-3625.91,168.625,22557.7,Hypou Aoscs LX-U e2-4229,
planetaryNebula,CGN II-2713,Hypou Aoscs MI-T e3-3604,-3778.75,404.938,22664.4,Hypou Aoscs MI-T e3-3604,
planetaryNebula,CGN II-2714,Hypou Aoscs NS-U e2-6583,-3648.09,70.1562,22613.7,Hypou Aoscs NS-U e2-6583,
planetaryNebula,CGN II-2715,Hypou Aoscs PY-R e4-7124,-3407.28,653.156,22842.5,Hypou Aoscs PY-R e4-7124,
planetaryNebula,CGN II-2716,Hypou Aoscs PY-R e4-9698,-3422.75,671.938,22927.3,Hypou Aoscs PY-R e4-9698,
planetaryNebula,CGN II-2717,Hypou Aoscs RD-S e4-2885,-2669.47,871.281,22835.3,Hypou Aoscs RD-S e4-2885,
planetaryNebula,CGN II-2718,Hypou Aoscs RD-S e4-3942,-2647.12,872.031,22829.3,Hypou Aoscs RD-S e4-3942,
planetaryNebula,CGN II-2719,Hypou Aoscs SD-B e2779,-3262.59,1033.72,22076.8,Hypou Aoscs SD-B e2779,
planetaryNebula,CGN II-2720,Hypou Aoscs WF-O e6-32,-3823.28,466.875,23188.5,Hypou Aoscs WF-O e6-32,
planetaryNebula,CGN II-2721,Hypou Aoscs XE-R e4-2150,-3355.81,-9.71875,22841.9,Hypou Aoscs XE-R e4-2150,
planetaryNebula,CGN II-2722,Hypou Aoscs XO-Z e1910,-2655.72,1157.53,22264.2,Hypou Aoscs XO-Z e1910,
planetaryNebula,CGN II-2723,Hypou Auscs BW-N e6-5564,6607.62,217.469,25678,Hypou Auscs BW-N e6-5564,
planetaryNebula,CGN II-2724,Hypou Auscs CR-N e6-4730,6380.91,32.8125,25713.2,Hypou Auscs CR-N e6-4730,
planetaryNebula,CGN II-2725,Hypou Auscs DQ-Y e449,6966.5,453.344,24763.2,Hypou Auscs DQ-Y e449,
planetaryNebula,CGN II-2726,Hypou Auscs FR-N e6-1328,6857.56,14,25782.4,Hypou Auscs FR-N e6-1328,
planetaryNebula,CGN II-2727,Hypou Auscs OS-U e2-5657,6681.12,101.969,25028.2,Hypou Auscs OS-U e2-5657,
planetaryNebula,CGN II-2728,Hypou Auscs OT-R e4-710,6447.25,500.562,25395.3,Hypou Auscs OT-R e4-710,
planetaryNebula,CGN II-2729,Hypou Auscs QN-T e3-5183,7436.16,588.312,25245,Hypou Auscs QN-T e3-5183,
planetaryNebula,CGN II-2730,Hypou Auscs UU-P e5-727,6461.72,326.438,25546.4,Hypou Auscs UU-P e5-727,
planetaryNebula,CGN II-2731,Hypou Auscs VT-A e218,6848.88,763.844,24535,Hypou Auscs VT-A e218,
planetaryNebula,CGN II-2732,Hypou Auscs WJ-R e4-8171,7082.41,158.781,25455.4,Hypou Auscs WJ-R e4-8171,
planetaryNebula,CGN II-2733,Hypou Auscs ZE-A e237,6582.94,217,24657.8,Hypou Auscs ZE-A e237,
planetaryNebula,CGN II-2734,Hypou Briae CR-N e6-2635,-1314.66,15.4062,35981.4,Hypou Briae CR-N e6-2635,
planetaryNebula,CGN II-2735,Hypou Briae KX-U e2-238,-1264.66,278.312,35363.5,Hypou Briae KX-U e2-238,
planetaryNebula,CGN II-2736,Hypou Briae KX-U e2-625,-1256.56,188.625,35406.6,Hypou Briae KX-U e2-625,
planetaryNebula,CGN II-2737,Hypou Briae SU-O e6-382,-926.469,1002.31,36031.4,Hypou Briae SU-O e6-382,
planetaryNebula,CGN II-2738,Hypou Briae TY-S e3-9475,-760.406,-19.1875,35454.8,Hypou Briae TY-S e3-9475,
planetaryNebula,CGN II-2739,Hypou Briae UO-A e6756,-1284.53,581.656,34828.8,Hypou Briae UO-A e6756,
planetaryNebula,CGN II-2740,Hypou Briae XE-R e4-6433,-720.938,109.312,35678.1,Hypou Briae XE-R e4-6433,
planetaryNebula,CGN II-2741,Hypou Chraei CR-N e6-6093,-3864.47,34.9062,33365.1,Hypou Chraei CR-N e6-6093,
planetaryNebula,CGN II-2742,Hypou Chraei FG-X e1-2628,-3006.53,745.656,32637.6,Hypou Chraei FG-X e1-2628,
planetaryNebula,CGN II-2743,Hypou Chraei FG-Y e1518,-3585.38,32.8125,32449.4,Hypou Chraei FG-Y e1518,
planetaryNebula,CGN II-2744,Hypou Chraei HG-X e1-3732,-2682.59,641.812,32568.4,Hypou Chraei HG-X e1-3732,
planetaryNebula,CGN II-2745,Hypou Chraei JI-S e4-2281,-3696.41,1054.56,33113.8,Hypou Chraei JI-S e4-2281,
planetaryNebula,CGN II-2746,Hypou Chraei KH-V e2-7689,-3151.97,470.531,32781.4,Hypou Chraei KH-V e2-7689,
planetaryNebula,CGN II-2747,Hypou Chraei LW-W e1-8877,-2672.72,431.219,32620,Hypou Chraei LW-W e1-8877,
planetaryNebula,CGN II-2748,Hypou Chraei MX-U e2-3372,-3468.59,186.25,32718.3,Hypou Chraei MX-U e2-3372,
planetaryNebula,CGN II-2749,Hypou Chraei PS-T e3-4425,-2727.66,698.25,32919,Hypou Chraei PS-T e3-4425,
planetaryNebula,CGN II-2750,Hypou Chraei QT-R e4-4248,-3579.31,490.719,33107.9,Hypou Chraei QT-R e4-4248,
planetaryNebula,CGN II-2751,Hypou Chraei SE-Q e5-105,-3545.47,746,33202.3,Hypou Chraei SE-Q e5-105,
planetaryNebula,CGN II-2752,Hypou Chraei VE-Q e5-5330,-3020.12,627.688,33222.9,Hypou Chraei VE-Q e5-5330,
planetaryNebula,CGN II-2753,Hypou Chruia JI-S e4-456,6563.09,1055.94,33032.1,Hypou Chruia JI-S e4-456,
planetaryNebula,CGN II-2754,Hypou Chruia VO-A e947,6615.41,538.312,32230.6,Hypou Chruia VO-A e947,
planetaryNebula,CGN II-2755,Hypou Chruia VU-P e5-194,6579.34,450.719,33191.4,Hypou Chruia VU-P e5-194,
planetaryNebula,CGN II-2756,Hypou Chruia WE-R e4-234,6782.53,94.4062,33161.4,Hypou Chruia WE-R e4-234,
planetaryNebula,CGN II-2757,Hypou Scraa ZJ-R e4-3611,-2731.22,1443.72,22893.5,Hypou Scraa ZJ-R e4-3611,
planetaryNebula,CGN II-2758,Hypua Blai HW-V e2-2,-21950.5,-320.344,32719.8,Hypua Blai HW-V e2-2,
planetaryNebula,CGN II-2759,Hypua Flyoae AP-A e59,-11848.3,-738,22005.8,Hypua Flyoae AP-A e59,
planetaryNebula,CGN II-2760,Hypua Flyoae HH-U e3-537,-12003.1,-146.094,22749.6,Hypua Flyoae HH-U e3-537,
planetaryNebula,CGN II-2761,Hypua Flyoae SD-B e3663,-12089.2,-301.281,22057.2,Hypua Flyoae SD-B e3663,
planetaryNebula,CGN II-2762,Hypua Flyoae WZ-P e5-59,-12224.1,-713.656,22996.5,Hypua Flyoae WZ-P e5-59,
planetaryNebula,CGN II-2763,Hypua Pruae JX-T e3-5,18447.1,-355.75,25289.7,Hypua Pruae JX-T e3-5,
planetaryNebula,CGN II-2764,Hypuae Aoc DA-Z e41,8812.38,743.531,22159.1,Hypuae Aoc DA-Z e41,
planetaryNebula,CGN II-2765,Hypuae Aoc FB-X e1-78,8179.03,531.188,22388,Hypuae Aoc FB-X e1-78,
planetaryNebula,CGN II-2766,Hypuae Aoscs AW-V e2-322,-2584.19,944.5,22609.9,Hypuae Aoscs AW-V e2-322,
planetaryNebula,CGN II-2767,Hypuae Aoscs BL-P e5-6534,-2047.81,97.3125,22972.3,Hypuae Aoscs BL-P e5-6534,
planetaryNebula,CGN II-2768,Hypuae Aoscs BP-A e1707,-1499.09,506.969,22128.2,Hypuae Aoscs BP-A e1707,
planetaryNebula,CGN II-2769,Hypuae Aoscs HC-U e3-5337,-1991.41,1089.16,22739.3,Hypuae Aoscs HC-U e3-5337,
planetaryNebula,CGN II-2770,Hypuae Aoscs NC-V e2-2080,-1779.94,368.719,22503.1,Hypuae Aoscs NC-V e2-2080,
planetaryNebula,CGN II-2771,Hypuae Aoscs NI-S e4-7640,-1802.5,1094.44,22871.6,Hypuae Aoscs NI-S e4-7640,
planetaryNebula,CGN II-2772,Hypuae Aoscs NY-R e4-9254,-2399.72,657.938,22783.3,Hypuae Aoscs NY-R e4-9254,
planetaryNebula,CGN II-2773,Hypuae Aoscs RO-Q e5-2818,-1770.47,984.594,23022.4,Hypuae Aoscs RO-Q e5-2818,
planetaryNebula,CGN II-2774,Hypuae Aoscs RO-Q e5-5073,-1735.28,1004.81,23049.2,Hypuae Aoscs RO-Q e5-5073,
planetaryNebula,CGN II-2775,Hypuae Aoscs TE-Q e5-3655,-1999.88,739.5,23041.1,Hypuae Aoscs TE-Q e5-3655,
planetaryNebula,CGN II-2776,Hypuae Aoscs TT-R e4-6637,-1680.53,610.969,22876.4,Hypuae Aoscs TT-R e4-6637,
planetaryNebula,CGN II-2777,Hypuae Aoscs UU-O e6-8072,-1875.62,1058,23099.8,Hypuae Aoscs UU-O e6-8072,
planetaryNebula,CGN II-2778,Pudwill Nebula,-1882,23.0625,22653.4,Hypuae Aoscs UY-S e3-2298,
planetaryNebula,CGN II-2779,Hypuae Aoscs VY-A e1148,-1696.81,850.781,21978,Hypuae Aoscs VY-A e1148,
planetaryNebula,CGN II-2780,Hypuae Aoscs WJ-R e4-1519,-1846.19,207.469,22820.1,Hypuae Aoscs WJ-R e4-1519,
planetaryNebula,CGN II-2781,Hypuae Aoscs XK-O e6-4359,-2129.72,679.344,23213.2,Hypuae Aoscs XK-O e6-4359,
planetaryNebula,CGN II-2782,Hypuae Audst EL-P e5-1831,1006.41,1293.34,25528.2,Hypuae Audst EL-P e5-1831,
planetaryNebula,CGN II-2783,Hypuae Audst KG-Y e4351,1044.97,1344.72,24700.7,Hypuae Audst KG-Y e4351,
planetaryNebula,CGN II-2784,Hypuae Audst VJ-Z e28,456.438,2364.69,24846,Hypuae Audst VJ-Z e28,
planetaryNebula,CGN II-2785,Briar Patch Nebula,449.312,521.094,34970.1,Hypuae Briae BV-Y e3851,
planetaryNebula,CGN II-2786,Hypuae Briae DL-P e5-55,847.344,36.9375,35763.6,Hypuae Briae DL-P e5-55,
planetaryNebula,CGN II-2787,Zinnia Haze,1126.41,1082.03,35493.9,Hypuae Briae LC-U e3-152,
planetaryNebula,CGN II-2788,Hypuae Briae OX-U e2-582,619.781,152.219,35405,Hypuae Briae OX-U e2-582,
planetaryNebula,CGN II-2789,Hypuae Briae VD-B e962,1166.03,953.969,34893.6,Hypuae Briae VD-B e962,
planetaryNebula,CGN II-2790,Hypuae Chraei AV-P e5-4300,-1520.06,309.5,33304.8,Hypuae Chraei AV-P e5-4300,
planetaryNebula,CGN II-2791,Hypuae Chraei EM-V e2-708,-2467.88,769.281,32822.9,Hypuae Chraei EM-V e2-708,
planetaryNebula,CGN II-2792,Hypuae Chraei FG-X e1-5385,-1718.22,704.188,32556.8,Hypuae Chraei FG-X e1-5385,
planetaryNebula,CGN II-2793,Hypuae Chraei FW-N e6-280,-1754.94,149,33353.6,Hypuae Chraei FW-N e6-280,
planetaryNebula,CGN II-2794,Hypuae Chraei JM-V e2-4602,-1767.16,647.469,32745.8,Hypuae Chraei JM-V e2-4602,
planetaryNebula,CGN II-2795,Hypuae Chraei JM-V e2-8539,-1775.16,719.969,32756.6,Hypuae Chraei JM-V e2-8539,
planetaryNebula,CGN II-2796,Hypuae Chraei LX-U e2-1756,-2327.66,191.406,32732.1,Hypuae Chraei LX-U e2-1756,
planetaryNebula,CGN II-2797,Hypuae Chraei UU-O e6-1745,-1883.56,937.312,33492.5,Hypuae Chraei UU-O e6-1745,
planetaryNebula,CGN II-2798,Hypuae Chraei VT-A e2404,-2126.19,664.625,32277.7,Hypuae Chraei VT-A e2404,
planetaryNebula,CGN II-2799,Hypuae Chraei WE-R e4-3683,-2148.59,127.688,33099.2,Hypuae Chraei WE-R e4-3683,
planetaryNebula,CGN II-2800,Hypuae Chraei WT-A e3037,-1957.88,746.469,32276,Hypuae Chraei WT-A e3037,
planetaryNebula,CGN II-2801,Hypuae Chraei XJ-Z e3588,-1682.09,958.406,32514.7,Hypuae Chraei XJ-Z e3588,
planetaryNebula,CGN II-2802,Hypuae Phyloea MX-T e3-18,1002.22,2076.06,32949.5,Hypuae Phyloea MX-T e3-18,
planetaryNebula,CGN II-2803,Hypuae Phyloea YJ-R e4-1223,901.625,1551.88,33060.2,Hypuae Phyloea YJ-R e4-1223,
planetaryNebula,CGN II-2804,Hypuehuia VT-A e4,-23860,-542.344,27192.6,Hypuehuia VT-A e4,
planetaryNebula,CGN II-2805,Leo Szilard Nebula,-11653.6,-162.781,28123,Hypuejaa RT-Q e5-83,
planetaryNebula,CGN II-2806,Hypuejaa XP-X e1-7,-12601.7,-276.188,27558.8,Hypuejaa XP-X e1-7,
planetaryNebula,CGN II-2807,Hypuejua RZ-O e6-52,-10998.5,-122.406,28281.6,Hypuejua RZ-O e6-52,
planetaryNebula,CGN II-2808,Hypuejua TZ-O e6-18,-10683.7,-154.312,28239.6,Hypuejua TZ-O e6-18,
planetaryNebula,CGN II-2809,Hypuejua XK-O e6-10,-11003.8,-599,28268.2,Hypuejua XK-O e6-10,
planetaryNebula,CGN II-2810,Hypumau FF-A e16,1190.03,209.062,39971.4,Hypumau FF-A e16,
planetaryNebula,CGN II-2811,Hyuqau DW-V e2-391,-738.188,-266.375,35382,Hyuqau DW-V e2-391,
planetaryNebula,CGN II-2812,Hyuqau IG-Y e82,-566.594,-1153.44,35045.1,Hyuqau IG-Y e82,
planetaryNebula,CGN II-2813,Hyuqau MT-Q e5-11322,-925.625,-44.6875,35792.1,Hyuqau MT-Q e5-11322,
planetaryNebula,CGN II-2814,Hyuqe GN-S e4-269,-10288.8,-26.0938,35687.7,Hyuqe GN-S e4-269,
planetaryNebula,CGN II-2815,Hyuqeae FB-W e2-119,2339.72,-152.219,35286,Hyuqeae FB-W e2-119,
planetaryNebula,CGN II-2816,Hydrangea Nebula,1602.38,-154.156,35859.3,Hyuqeae MT-Q e5-4335,
planetaryNebula,CGN II-2817,Hyuqeae ST-A e3517,1343.75,-514.844,34932.4,Hyuqeae ST-A e3517,
planetaryNebula,CGN II-2818,Hyuqeae SY-A e7294,1614.03,-394.812,34862.1,Hyuqeae SY-A e7294,
planetaryNebula,CGN II-2819,Hyuqeae TU-O e6-239,1717.22,-338.969,35980.8,Hyuqeae TU-O e6-239,
planetaryNebula,CGN II-2820,Hyuqi DA-Z e297,-2756.41,-549.625,35063.7,Hyuqi DA-Z e297,
planetaryNebula,CGN II-2821,Hyuqi FL-X e1-633,-2674.72,-370.781,35135.1,Hyuqi FL-X e1-633,
planetaryNebula,CGN II-2822,Hyuqi HR-V e2-2370,-3011.41,-426.25,35336.5,Hyuqi HR-V e2-2370,
planetaryNebula,CGN II-2823,Hyuqi MI-S e4-2486,-3157.47,-246.906,35621.6,Hyuqi MI-S e4-2486,
planetaryNebula,CGN II-2824,Hyuqi PJ-Q e5-447,-3741.28,-426.031,35894.1,Hyuqi PJ-Q e5-447,
planetaryNebula,CGN II-2825,Hyuqi XU-P e5-107,-3407.19,-872.562,35873.9,Hyuqi XU-P e5-107,
planetaryNebula,CGN II-2826,Hyuqi XU-P e5-2987,-3362.56,-866.125,35850.3,Hyuqi XU-P e5-2987,
planetaryNebula,CGN II-2827,Hyuqo BF-Z e8141,1102.19,-363.156,35021.9,Hyuqo BF-Z e8141,
planetaryNebula,CGN II-2828,Hyuqoae AF-Z e169,-6675.44,-396.906,34940.1,Hyuqoae AF-Z e169,
planetaryNebula,CGN II-2829,Hyuqoae AW-V e2-379,-7725.16,-318.281,35306.6,Hyuqoae AW-V e2-379,
planetaryNebula,CGN II-2830,Hyuqoae FR-N e6-58,-7226.59,-1298.94,35982.3,Hyuqoae FR-N e6-58,
planetaryNebula,CGN II-2831,Hyuqoae GL-Y e71,-7022.28,-1065.56,35008.3,Hyuqoae GL-Y e71,
planetaryNebula,CGN II-2832,Hyuqoae IH-U e3-9580,-6728.62,-35.3438,35432.8,Hyuqoae IH-U e3-9580,
planetaryNebula,CGN II-2833,Hyuqoae QI-B e440,-7003.75,-83.6875,34913.7,Hyuqoae QI-B e440,
planetaryNebula,CGN II-2834,Hyuqoae RO-R e4-55,-7562.34,-849.5,35649.2,Hyuqoae RO-R e4-55,
planetaryNebula,CGN II-2835,Hyuqoae TO-Q e5-5547,-6563.06,-314.875,35847,Hyuqoae TO-Q e5-5547,
planetaryNebula,CGN II-2836,Hyuqu FW-V e2-107,3447.75,-302.094,35330.7,Hyuqu FW-V e2-107,
planetaryNebula,CGN II-2837,Hyuqu NS-T e3-123,3319.19,-575.125,35423.1,Hyuqu NS-T e3-123,
planetaryNebula,CGN II-2838,Hyuqu TJ-Z e436,2680.88,-336.125,34975.7,Hyuqu TJ-Z e436,
planetaryNebula,CGN II-2839,Hyuquae BL-O e6-217,-4018.59,-655.719,35968.9,Hyuquae BL-O e6-217,
planetaryNebula,CGN II-2840,Hyuquae KM-V e2-2459,-4219.94,-660.469,35288,Hyuquae KM-V e2-2459,
planetaryNebula,CGN II-2841,Hyuquae LM-W e1-288,-4680,-1222.03,35149.5,Hyuquae LM-W e1-288,
planetaryNebula,CGN II-2842,"Altera's Eye",-4337.38,12.3125,-4425.41,IC 1805 Sector DQ-Y e3,
planetaryNebula,CGN II-2843,Iockols AA-A e233,2612.03,-10.5312,15608.3,Iockols AA-A e233,
planetaryNebula,CGN II-2844,Iockols AF-R e4-186,3575.19,-3.5625,16469,Iockols AF-R e4-186,
planetaryNebula,CGN II-2845,Iockols FB-X e1-2572,3077.31,531.5,16015.5,Iockols FB-X e1-2572,
planetaryNebula,CGN II-2846,Iockols UT-A e129,2948.19,681.062,15591.5,Iockols UT-A e129,
planetaryNebula,CGN II-2847,Iowhaih HW-N e6-11,-12990.2,172.281,16838.5,Iowhaih HW-N e6-11,
planetaryNebula,CGN II-2848,Iowhaih ZK-P e5-28,-13901.8,14.9375,16557.3,Iowhaih ZK-P e5-28,
planetaryNebula,CGN II-2849,Iowhaik DQ-Y e871,-7126.41,366,15767.6,Iowhaik DQ-Y e871,
planetaryNebula,CGN II-2850,Iowhaik EB-O e6-2161,-6728.09,389.75,16829.3,Iowhaik EB-O e6-2161,
planetaryNebula,CGN II-2851,Iowhaik HG-Y e10934,-7236.28,-6.71875,15776.8,Iowhaik HG-Y e10934,
planetaryNebula,CGN II-2852,Iowhaik UU-P e5-354,-7611.03,333.156,16590.1,Iowhaik UU-P e5-354,
planetaryNebula,CGN II-2853,Iowhail HR-V e2-1774,-1741.38,847.812,16136.7,Iowhail HR-V e2-1774,
planetaryNebula,CGN II-2854,Iowhail JG-Y e1157,-1723.62,118.781,15740.3,Iowhail JG-Y e1157,
planetaryNebula,CGN II-2855,Iowhail KR-W e1-546,-1845.47,289.25,15901.2,Iowhail KR-W e1-546,
planetaryNebula,CGN II-2856,Iowhail KW-W e1-6395,-1660.41,413.969,15920.1,Iowhail KW-W e1-6395,
planetaryNebula,CGN II-2857,Iowhail MR-W e1-629,-1570.56,279.25,15983.7,Iowhail MR-W e1-629,
planetaryNebula,CGN II-2858,Iowhail XU-P e5-60,-2090.34,319.906,16634,Iowhail XU-P e5-60,
planetaryNebula,CGN II-2859,Iowhairld EG-Y e151,-8902.81,108.219,15784,Iowhairld EG-Y e151,
planetaryNebula,CGN II-2860,Iowhairld EQ-Y e240,-8303.06,308.875,15893.6,Iowhairld EQ-Y e240,
planetaryNebula,CGN II-2861,Iowhairld MS-U e2-352,-8900.28,40.4062,16136.4,Iowhairld MS-U e2-352,
planetaryNebula,CGN II-2862,Iowhairld MS-U e2-46,-8967.66,102.156,16123.8,Iowhairld MS-U e2-46,
planetaryNebula,CGN II-2863,Iowhairld SI-T e3-122,-7972.16,438.562,16239.4,Iowhairld SI-T e3-122,
planetaryNebula,CGN II-2864,Iowhairld WP-P e5-294,-8979.12,173.656,16584.3,Iowhairld WP-P e5-294,
planetaryNebula,CGN II-2865,Iowhairld ZE-R e4-1096,-8207.41,83.375,16393.9,Iowhairld ZE-R e4-1096,
planetaryNebula,CGN II-2866,Iowhairld ZE-R e4-598,-8221.06,-11.75,16380.1,Iowhairld ZE-R e4-598,
planetaryNebula,CGN II-2867,Iwaitt AV-Y e4778,-4842.88,-707.469,32435.7,Iwaitt AV-Y e4778,
planetaryNebula,CGN II-2868,Iwaitt EB-X e1-6594,-4827.94,-801.156,32614.3,Iwaitt EB-X e1-6594,
planetaryNebula,CGN II-2869,Iwaitt EL-X e1-9244,-4100.62,-384.719,32692.9,Iwaitt EL-X e1-9244,
planetaryNebula,CGN II-2870,Iwaitt JG-Y e833,-4247.16,-1294.16,32417.1,Iwaitt JG-Y e833,
planetaryNebula,CGN II-2871,Iwaitt OI-B e10288,-4824.78,-91.3438,32333,Iwaitt OI-B e10288,
planetaryNebula,CGN II-2872,Iwaitt PY-R e4-553,-4556.22,-601.5,33079.6,Iwaitt PY-R e4-553,
planetaryNebula,CGN II-2873,Iwaitt RD-S e4-2546,-4040.5,-431.094,33031.8,Iwaitt RD-S e4-2546,
planetaryNebula,CGN II-2874,Iwaitt UJ-Z e10062,-4741.81,-221.312,32529.8,Iwaitt UJ-Z e10062,
planetaryNebula,CGN II-2875,Iwaitt ZA-W e2-232,-5017.06,-132.312,32729.6,Iwaitt ZA-W e2-232,
planetaryNebula,CGN II-2876,Iwaitt ZJ-Z e4,-4032.88,-343.406,32413.2,Iwaitt ZJ-Z e4,
planetaryNebula,CGN II-2877,Iwhaind BL-X e1-9313,-3399.97,-436.844,32584.1,Iwhaind BL-X e1-9313,
planetaryNebula,CGN II-2878,Iwhaind CF-A e3490,-3233.31,-1093.84,32249.3,Iwhaind CF-A e3490,
planetaryNebula,CGN II-2879,Iwhaind EQ-Y e5150,-3167.5,-968.781,32533.7,Iwhaind EQ-Y e5150,
planetaryNebula,CGN II-2880,Iwhaind EV-Y e3153,-2812.5,-754.125,32531.3,Iwhaind EV-Y e3153,
planetaryNebula,CGN II-2881,Iwhaind GR-V e2-2510,-3174.88,-447.719,32723,Iwhaind GR-V e2-2510,
planetaryNebula,CGN II-2882,Iwhaind HB-X e1-6193,-3087.22,-793.625,32668.4,Iwhaind HB-X e1-6193,
planetaryNebula,CGN II-2883,Iwhaind HH-V e2-2455,-3701.5,-793.906,32736.1,Iwhaind HH-V e2-2455,
planetaryNebula,CGN II-2884,Iwhaind MN-S e4-6009,-2907.09,-108.688,33140.3,Iwhaind MN-S e4-6009,
planetaryNebula,CGN II-2885,Iwhaind OS-T e3-8052,-2895.22,-654.469,32892.3,Iwhaind OS-T e3-8052,
planetaryNebula,CGN II-2886,Iwhaind OT-Q e5-6929,-3172.12,-145.094,33305.7,Iwhaind OT-Q e5-6929,
planetaryNebula,CGN II-2887,Iwhaind QN-T e3-143,-2851.19,-775.188,32857.2,Iwhaind QN-T e3-143,
planetaryNebula,CGN II-2888,Iwhaind SO-Q e5-516,-2803.16,-197.031,33276.7,Iwhaind SO-Q e5-516,
planetaryNebula,CGN II-2889,Iwhaind WJ-Z e374,-3125.19,-207.562,32474.9,Iwhaind WJ-Z e374,
planetaryNebula,CGN II-2890,Iwhaind YA-W e2-8581,-3877.5,-149.719,32730.5,Iwhaind YA-W e2-8581,
planetaryNebula,CGN II-2891,Iwhaism HX-T e3-106,6547.5,-490.844,32897.2,Iwhaism HX-T e3-106,
planetaryNebula,CGN II-2892,Iwhaism SJ-Z e2357,6356.31,-317.938,32413.7,Iwhaism SJ-Z e2357,
planetaryNebula,CGN II-2893,Iwhaism WE-Z e2781,6764.19,-348.938,32518.9,Iwhaism WE-Z e2781,
planetaryNebula,CGN II-2894,Joorai HW-N e6-7,17854.4,288.938,39749.8,Joorai HW-N e6-7,
planetaryNebula,CGN II-2895,Joori XO-A e0,24762.9,468.094,38641,Joori XO-A e0,
planetaryNebula,CGN II-2896,Juemao DA-Z e0,-28289.4,-654.75,25984.2,Juemao DA-Z e0,
planetaryNebula,CGN II-2897,Bowl of Chilies Planetary Nebula,-11248.5,-1118.69,26527.5,Juemeau QD-T e3-12,
planetaryNebula,CGN II-2898,Juemeau YF-O e6-24,-11160.9,-712.406,27011.4,Juemeau YF-O e6-24,
planetaryNebula,CGN II-2899,Juemee EB-O e6-760,-9199.66,-845.188,27014.4,Juemee EB-O e6-760,
planetaryNebula,CGN II-2900,Juemee FL-X e1-9214,-9180.28,-362.594,26280,Juemee FL-X e1-9214,
planetaryNebula,CGN II-2901,"Ramiel's Song",-9069.28,-839.25,26086.2,Juemee HQ-Y e3869,
planetaryNebula,CGN II-2902,Juemee IH-U e3-7697,-9309.84,-55.8125,26531.5,Juemee IH-U e3-7697,
planetaryNebula,CGN II-2903,Juemee PD-B e83,-10077.2,-260.875,25830.5,Juemee PD-B e83,
planetaryNebula,CGN II-2904,Juemee PT-R E4-42,-10087.3,-711.844,26669,Juemee PT-R E4-42,
planetaryNebula,CGN II-2905,Juemee UE-Q e5-2623,-9620.56,-627.594,26835.8,Juemee UE-Q e5-2623,
planetaryNebula,CGN II-2906,Juemee VY-A e4226,-9457,-368.75,25867.2,Juemee VY-A e4226,
planetaryNebula,CGN II-2907,Juemee VZ-O e6-4216,-9133.09,-89.7188,26978,Juemee VZ-O e6-4216,
planetaryNebula,CGN II-2908,")",-9646.47,-912.562,26911.5,Juemee YU-P e5-110,
planetaryNebula,CGN II-2909,"Odysseus's Rest",-19204.5,-154.562,26659.8,Juemeou GN-S e4-18,
planetaryNebula,CGN II-2910,Juemuia KD-S e4-143,-15369.1,-487.719,26670.2,Juemuia KD-S e4-143,
planetaryNebula,CGN II-2911,Juena DG-O e6-7874,4959.84,-779.719,27083.6,Juena DG-O e6-7874,
planetaryNebula,CGN II-2912,Juena EW-W e1-8016,3850.38,-863.25,26245.5,Juena EW-W e1-8016,
planetaryNebula,CGN II-2913,Juena FV-Y e1650,4996.62,-735.219,26082.2,Juena FV-Y e1650,
planetaryNebula,CGN II-2914,Juena GQ-Y e4695,4769.84,-893.5,26055.8,Juena GQ-Y e4695,
planetaryNebula,CGN II-2915,Juena RT-R e4-6132,4326.5,-693.344,26752.1,Juena RT-R e4-6132,
planetaryNebula,CGN II-2916,Juena RT-R e4-8327,4283.5,-737.312,26669.5,Juena RT-R e4-8327,
planetaryNebula,CGN II-2917,Juena SU-O e6-2096,4151.12,-210.75,26997.9,Juena SU-O e6-2096,
planetaryNebula,CGN II-2918,Juena WF-O e6-3538,3795.09,-759.062,26968.8,Juena WF-O e6-3538,
planetaryNebula,CGN II-2919,Juena YU-Y e2779,3905.06,-678.125,26009.2,Juena YU-Y e2779,
planetaryNebula,CGN II-2920,Juena YZ-P e5-5084,4749.03,-777.719,26913.4,Juena YZ-P e5-5084,
